QUESTIONS POSEES;;;;;;;;;;;Déjà tout;SC 1;;;;;;;;;Scénarios ;SC 2;;;;;;;;;;Nb postes;Scénarios ;Sc 3;;;;;;;;;;;
Periode;Isolation du toit;Changement des fenêtres;Isolation des murs;Isolation du sol;Changement du système de chauffage principal;Installation ou remplacement d'un poêle;Installation d'un chauffe-eau, solaire ou thermodynamique;Installation de panneaux solaires photovoltaïques;Installation d'un système de ventilation;Rampants ou combles perdus ?;fait ?;Trav 1;Trav 2;Trav 3;Prix;Niveau aides;Baisse factures;Confort hiver;Confort été;Nom scénario;identiques ?;Trav 1;Trav 2;Trav 3;Trav 4;Prix;Niveau aides;Baisse factures;Confort hiver;Confort été;Nom scénario;identiques;identiques ?;Trav 1;Trav 2;Trav 3;Trav 4;Trav 5;Trav 6;Prix;Niveau aides;Baisse factures;Confort hiver;Confort été;Nom scénario
Apres 2000;1;0;0;0;1;0;1;0;0;Combles;Non;Installation ou remplacement d'un poêle;;;7000;Important;2;0;0;Budget restreint;Non;Installation ou remplacement d'un poêle;Installation de panneaux solaires photovoltaïques;;;15000;Modéré;3;0;0;Optimisé;;Oui;Installation ou remplacement d'un poêle;Installation de panneaux solaires photovoltaïques;;;;;15000;Modéré;3;0;0;
Apres 2000;1;0;1;0;1;0;1;0;0;Combles;Non;Installation ou remplacement d'un poêle;;;7000;Important;2;0;0;Budget restreint;Non;Installation ou remplacement d'un poêle;Installation de panneaux solaires photovoltaïques;;;15000;Modéré;3;0;0;Optimisé;;Oui;Installation ou remplacement d'un poêle;Installation de panneaux solaires photovoltaïques;;;;;15000;Modéré;3;0;0;
Apres 2000;1;0;0;1;0;0;1;0;0;Combles;Non;Installation ou remplacement d'un poêle;;;7000;Important;2;0;0;Budget restreint;Non;Installation ou remplacement d'un poêle;Installation de panneaux solaires photovoltaïques;;;15000;Modéré;3;0;0;Optimisé;;Oui;Installation ou remplacement d'un poêle;Installation de panneaux solaires photovoltaïques;;;;;15000;Modéré;3;0;0;
Apres 2000;1;0;1;1;0;0;1;0;0;Combles;Non;Installation ou remplacement d'un poêle;;;7000;Important;2;0;0;Budget restreint;Non;Installation ou remplacement d'un poêle;Installation de panneaux solaires photovoltaïques;;;15000;Modéré;3;0;0;Optimisé;;Oui;Installation ou remplacement d'un poêle;Installation de panneaux solaires photovoltaïques;;;;;15000;Modéré;3;0;0;
Apres 2000;1;0;0;1;1;0;1;0;0;Combles;Non;Installation ou remplacement d'un poêle;;;7000;Important;2;0;0;Budget restreint;Non;Installation ou remplacement d'un poêle;Installation de panneaux solaires photovoltaïques;;;15000;Modéré;3;0;0;Optimisé;;Oui;Installation ou remplacement d'un poêle;Installation de panneaux solaires photovoltaïques;;;;;15000;Modéré;3;0;0;
Apres 2000;1;0;1;1;1;0;1;0;0;Combles;Non;Installation ou remplacement d'un poêle;;;7000;Important;2;0;0;Budget restreint;Non;Installation ou remplacement d'un poêle;Installation de panneaux solaires photovoltaïques;;;15000;Modéré;3;0;0;Optimisé;;Oui;Installation ou remplacement d'un poêle;Installation de panneaux solaires photovoltaïques;;;;;15000;Modéré;3;0;0;
Apres 2000;1;0;0;0;0;1;1;0;0;Combles;Non;Installation de panneaux solaires photovoltaïques;;;8000;Faible;1;0;0;La touche finale;Oui;Installation de panneaux solaires photovoltaïques;;;;8000;Faible;1;0;0;;;Oui;Installation de panneaux solaires photovoltaïques;;;;;;10000;Faible;1;0;0;
Apres 2000;1;0;1;0;0;1;1;0;0;Combles;Non;Installation de panneaux solaires photovoltaïques;;;8000;Faible;1;0;0;La touche finale;Oui;Installation de panneaux solaires photovoltaïques;;;;8000;Faible;1;0;0;;;Oui;Installation de panneaux solaires photovoltaïques;;;;;;10000;Faible;1;0;0;
Apres 2000;1;0;0;0;1;1;1;0;0;Combles;Non;Installation de panneaux solaires photovoltaïques;;;8000;Faible;1;0;0;La touche finale;Oui;Installation de panneaux solaires photovoltaïques;;;;8000;Faible;1;0;0;;;Oui;Installation de panneaux solaires photovoltaïques;;;;;;10000;Faible;1;0;0;
Apres 2000;1;0;1;0;1;1;1;0;0;Combles;Non;Installation de panneaux solaires photovoltaïques;;;8000;Faible;1;0;0;La touche finale;Oui;Installation de panneaux solaires photovoltaïques;;;;8000;Faible;1;0;0;;;Oui;Installation de panneaux solaires photovoltaïques;;;;;;10000;Faible;1;0;0;
Apres 2000;1;0;0;1;0;1;1;0;0;Combles;Non;Installation de panneaux solaires photovoltaïques;;;8000;Faible;1;0;0;La touche finale;Oui;Installation de panneaux solaires photovoltaïques;;;;8000;Faible;1;0;0;;;Oui;Installation de panneaux solaires photovoltaïques;;;;;;10000;Faible;1;0;0;
Apres 2000;1;0;1;1;0;1;1;0;0;Combles;Non;Installation de panneaux solaires photovoltaïques;;;8000;Faible;1;0;0;La touche finale;Oui;Installation de panneaux solaires photovoltaïques;;;;8000;Faible;1;0;0;;;Oui;Installation de panneaux solaires photovoltaïques;;;;;;10000;Faible;1;0;0;
Apres 2000;1;0;0;1;1;1;1;0;0;Combles;Non;Installation de panneaux solaires photovoltaïques;;;8000;Faible;1;0;0;La touche finale;Oui;Installation de panneaux solaires photovoltaïques;;;;8000;Faible;1;0;0;;;Oui;Installation de panneaux solaires photovoltaïques;;;;;;10000;Faible;1;0;0;
Apres 2000;1;0;1;1;1;1;1;0;0;Combles;Non;Installation de panneaux solaires photovoltaïques;;;8000;Faible;1;0;0;La touche finale;Oui;Installation de panneaux solaires photovoltaïques;;;;8000;Faible;1;0;0;;;Oui;Installation de panneaux solaires photovoltaïques;;;;;;10000;Faible;1;0;0;
Apres 2000;1;0;0;0;0;0;0;1;0;Combles;Non;Installation ou remplacement d'un poêle;;;7000;Important;2;0;0;Budget restreint;Non;Installation ou remplacement d'un poêle;Installation d'un chauffe-eau, solaire ou thermodynamique;;;15000;Important;3;0;0;Optimisé;;Oui;Installation ou remplacement d'un poêle;Installation d'un chauffe-eau, solaire ou thermodynamique;;;;;15000;Important;3;0;0;
Apres 2000;1;0;1;0;0;0;0;1;0;Combles;Non;Installation ou remplacement d'un poêle;;;7000;Important;2;0;0;Budget restreint;Non;Installation ou remplacement d'un poêle;Installation d'un chauffe-eau, solaire ou thermodynamique;;;15000;Important;3;0;0;Optimisé;;Oui;Installation ou remplacement d'un poêle;Installation d'un chauffe-eau, solaire ou thermodynamique;;;;;15000;Important;3;0;0;
Apres 2000;1;0;0;0;1;0;0;1;0;Combles;Non;Installation ou remplacement d'un poêle;;;7000;Important;2;0;0;Budget restreint;Non;Installation ou remplacement d'un poêle;Installation d'un chauffe-eau, solaire ou thermodynamique;;;15000;Important;3;0;0;Optimisé;;Oui;Installation ou remplacement d'un poêle;Installation d'un chauffe-eau, solaire ou thermodynamique;;;;;15000;Important;3;0;0;
Apres 2000;1;0;1;0;1;0;0;1;0;Combles;Non;Installation ou remplacement d'un poêle;;;7000;Important;2;0;0;Budget restreint;Non;Installation ou remplacement d'un poêle;Installation d'un chauffe-eau, solaire ou thermodynamique;;;15000;Important;3;0;0;Optimisé;;Oui;Installation ou remplacement d'un poêle;Installation d'un chauffe-eau, solaire ou thermodynamique;;;;;15000;Important;3;0;0;
Apres 2000;1;0;0;1;0;0;0;1;0;Combles;Non;Installation ou remplacement d'un poêle;;;7000;Important;2;0;0;Budget restreint;Non;Installation ou remplacement d'un poêle;Installation d'un chauffe-eau, solaire ou thermodynamique;;;15000;Important;3;0;0;Optimisé;;Oui;Installation ou remplacement d'un poêle;Installation d'un chauffe-eau, solaire ou thermodynamique;;;;;15000;Important;3;0;0;
Apres 2000;1;0;1;1;0;0;0;1;0;Combles;Non;Installation ou remplacement d'un poêle;;;7000;Important;2;0;0;Budget restreint;Non;Installation ou remplacement d'un poêle;Installation d'un chauffe-eau, solaire ou thermodynamique;;;15000;Important;3;0;0;Optimisé;;Oui;Installation ou remplacement d'un poêle;Installation d'un chauffe-eau, solaire ou thermodynamique;;;;;15000;Important;3;0;0;
Apres 2000;1;0;0;1;1;0;0;1;0;Combles;Non;Installation ou remplacement d'un poêle;;;7000;Important;2;0;0;Budget restreint;Non;Installation ou remplacement d'un poêle;Installation d'un chauffe-eau, solaire ou thermodynamique;;;15000;Important;3;0;0;Optimisé;;Oui;Installation ou remplacement d'un poêle;Installation d'un chauffe-eau, solaire ou thermodynamique;;;;;15000;Important;3;0;0;
Apres 2000;1;0;1;1;1;0;0;1;0;Combles;Non;Installation ou remplacement d'un poêle;;;7000;Important;2;0;0;Budget restreint;Non;Installation ou remplacement d'un poêle;Installation d'un chauffe-eau, solaire ou thermodynamique;;;15000;Important;3;0;0;Optimisé;;Oui;Installation ou remplacement d'un poêle;Installation d'un chauffe-eau, solaire ou thermodynamique;;;;;15000;Important;3;0;0;
Apres 2000;1;0;0;0;0;1;0;1;0;Combles;Non;Installation d'un chauffe-eau, solaire ou thermodynamique;;;8000;Important;1;0;0;La touche finale;Oui;Installation d'un chauffe-eau, solaire ou thermodynamique;;;;8000;Important;1;0;0;;;Oui;Installation d'un chauffe-eau, solaire ou thermodynamique;;;;;;10000;Important;1;0;0;
Apres 2000;1;0;1;0;0;1;0;1;0;Combles;Non;Installation d'un chauffe-eau, solaire ou thermodynamique;;;8000;Important;1;0;0;La touche finale;Oui;Installation d'un chauffe-eau, solaire ou thermodynamique;;;;8000;Important;1;0;0;;;Oui;Installation d'un chauffe-eau, solaire ou thermodynamique;;;;;;10000;Important;1;0;0;
Apres 2000;1;0;0;0;1;1;0;1;0;Combles;Non;Installation d'un chauffe-eau, solaire ou thermodynamique;;;8000;Important;1;0;0;La touche finale;Oui;Installation d'un chauffe-eau, solaire ou thermodynamique;;;;8000;Important;1;0;0;;;Oui;Installation d'un chauffe-eau, solaire ou thermodynamique;;;;;;10000;Important;1;0;0;
Apres 2000;1;0;1;0;1;1;0;1;0;Combles;Non;Installation d'un chauffe-eau, solaire ou thermodynamique;;;8000;Important;1;0;0;La touche finale;Oui;Installation d'un chauffe-eau, solaire ou thermodynamique;;;;8000;Important;1;0;0;;;Oui;Installation d'un chauffe-eau, solaire ou thermodynamique;;;;;;10000;Important;1;0;0;
Apres 2000;1;0;0;1;0;1;0;1;0;Combles;Non;Installation d'un chauffe-eau, solaire ou thermodynamique;;;8000;Important;1;0;0;La touche finale;Oui;Installation d'un chauffe-eau, solaire ou thermodynamique;;;;8000;Important;1;0;0;;;Oui;Installation d'un chauffe-eau, solaire ou thermodynamique;;;;;;10000;Important;1;0;0;
Apres 2000;1;0;1;1;0;1;0;1;0;Combles;Non;Installation d'un chauffe-eau, solaire ou thermodynamique;;;8000;Important;1;0;0;La touche finale;Oui;Installation d'un chauffe-eau, solaire ou thermodynamique;;;;8000;Important;1;0;0;;;Oui;Installation d'un chauffe-eau, solaire ou thermodynamique;;;;;;10000;Important;1;0;0;
Apres 2000;1;0;0;1;1;1;0;1;0;Combles;Non;Installation d'un chauffe-eau, solaire ou thermodynamique;;;8000;Important;1;0;0;La touche finale;Oui;Installation d'un chauffe-eau, solaire ou thermodynamique;;;;8000;Important;1;0;0;;;Oui;Installation d'un chauffe-eau, solaire ou thermodynamique;;;;;;10000;Important;1;0;0;
Apres 2000;1;0;1;1;1;1;0;1;0;Combles;Non;Installation d'un chauffe-eau, solaire ou thermodynamique;;;8000;Important;1;0;0;La touche finale;Oui;Installation d'un chauffe-eau, solaire ou thermodynamique;;;;8000;Important;1;0;0;;;Oui;Installation d'un chauffe-eau, solaire ou thermodynamique;;;;;;10000;Important;1;0;0;
Apres 2000;1;0;0;0;0;0;1;1;0;Combles;Non;Installation ou remplacement d'un poêle;;;7000;Important;2;0;0;La touche finale;Oui;Installation ou remplacement d'un poêle;;;;7000;Important;2;0;0;;;Oui;Installation ou remplacement d'un poêle;;;;;;10000;Important;2;0;0;
Apres 2000;1;0;1;0;0;0;1;1;0;Combles;Non;Installation ou remplacement d'un poêle;;;7000;Important;2;0;0;La touche finale;Oui;Installation ou remplacement d'un poêle;;;;7000;Important;2;0;0;;;Oui;Installation ou remplacement d'un poêle;;;;;;10000;Important;2;0;0;
Apres 2000;1;0;0;0;1;0;1;1;0;Combles;Non;Installation ou remplacement d'un poêle;;;7000;Important;2;0;0;La touche finale;Oui;Installation ou remplacement d'un poêle;;;;7000;Important;2;0;0;;;Oui;Installation ou remplacement d'un poêle;;;;;;10000;Important;2;0;0;
Apres 2000;1;0;1;0;1;0;1;1;0;Combles;Non;Installation ou remplacement d'un poêle;;;7000;Important;2;0;0;La touche finale;Oui;Installation ou remplacement d'un poêle;;;;7000;Important;2;0;0;;;Oui;Installation ou remplacement d'un poêle;;;;;;10000;Important;2;0;0;
Apres 2000;1;0;0;1;0;0;1;1;0;Combles;Non;Installation ou remplacement d'un poêle;;;7000;Important;2;0;0;La touche finale;Oui;Installation ou remplacement d'un poêle;;;;7000;Important;2;0;0;;;Oui;Installation ou remplacement d'un poêle;;;;;;10000;Important;2;0;0;
Apres 2000;1;0;1;1;0;0;1;1;0;Combles;Non;Installation ou remplacement d'un poêle;;;7000;Important;2;0;0;La touche finale;Oui;Installation ou remplacement d'un poêle;;;;7000;Important;2;0;0;;;Oui;Installation ou remplacement d'un poêle;;;;;;10000;Important;2;0;0;
Apres 2000;1;0;0;1;1;0;1;1;0;Combles;Non;Installation ou remplacement d'un poêle;;;7000;Important;2;0;0;La touche finale;Oui;Installation ou remplacement d'un poêle;;;;7000;Important;2;0;0;;;Oui;Installation ou remplacement d'un poêle;;;;;;10000;Important;2;0;0;
Apres 2000;1;0;1;1;1;0;1;1;0;Combles;Non;Installation ou remplacement d'un poêle;;;7000;Important;2;0;0;La touche finale;Oui;Installation ou remplacement d'un poêle;;;;7000;Important;2;0;0;;;Oui;Installation ou remplacement d'un poêle;;;;;;10000;Important;2;0;0;
Apres 2000;1;0;0;0;0;1;1;1;0;Combles;Oui;;;;0;#DIV/0!;0;0;0;;Oui;;;;;0;#DIV/0!;0;0;0;;;Oui;;;;;;;0;#DIV/0!;0;0;0;
Apres 2000;1;0;1;0;0;1;1;1;0;Combles;Oui;;;;0;#DIV/0!;0;0;0;;Oui;;;;;0;#DIV/0!;0;0;0;;;Oui;;;;;;;0;#DIV/0!;0;0;0;
Apres 2000;1;0;0;0;1;1;1;1;0;Combles;Oui;;;;0;#DIV/0!;0;0;0;;Oui;;;;;0;#DIV/0!;0;0;0;;;Oui;;;;;;;0;#DIV/0!;0;0;0;
Apres 2000;1;0;1;0;1;1;1;1;0;Combles;Oui;;;;0;#DIV/0!;0;0;0;;Oui;;;;;0;#DIV/0!;0;0;0;;;Oui;;;;;;;0;#DIV/0!;0;0;0;
Apres 2000;1;0;0;1;0;1;1;1;0;Combles;Oui;;;;0;#DIV/0!;0;0;0;;Oui;;;;;0;#DIV/0!;0;0;0;;;Oui;;;;;;;0;#DIV/0!;0;0;0;
Apres 2000;1;0;1;1;0;1;1;1;0;Combles;Oui;;;;0;#DIV/0!;0;0;0;;Oui;;;;;0;#DIV/0!;0;0;0;;;Oui;;;;;;;0;#DIV/0!;0;0;0;
Apres 2000;1;0;0;1;1;1;1;1;0;Combles;Oui;;;;0;#DIV/0!;0;0;0;;Oui;;;;;0;#DIV/0!;0;0;0;;;Oui;;;;;;;0;#DIV/0!;0;0;0;
Apres 2000;1;0;1;1;1;1;1;1;0;Combles;Oui;;;;0;#DIV/0!;0;0;0;;Oui;;;;;0;#DIV/0!;0;0;0;;;Oui;;;;;;;0;#DIV/0!;0;0;0;
Apres 2000;1;0;0;0;0;0;0;0;1;Combles;Non;Installation ou remplacement d'un poêle;;;7000;Important;2;0;0;Budget restreint;Non;Installation ou remplacement d'un poêle;Installation d'un chauffe-eau, solaire ou thermodynamique;;;15000;Important;3;0;0;Intermédiaire;;Non;Installation ou remplacement d'un poêle;Installation d'un chauffe-eau, solaire ou thermodynamique;Installation de panneaux solaires photovoltaïques;;;;25000;Important;4;0;0;Rénovation ambitieuse
Apres 2000;1;0;1;0;0;0;0;0;1;Combles;Non;Installation ou remplacement d'un poêle;;;7000;Important;2;0;0;Budget restreint;Non;Installation ou remplacement d'un poêle;Installation d'un chauffe-eau, solaire ou thermodynamique;;;15000;Important;3;0;0;Intermédiaire;;Non;Installation ou remplacement d'un poêle;Installation d'un chauffe-eau, solaire ou thermodynamique;Installation de panneaux solaires photovoltaïques;;;;25000;Important;4;0;0;Rénovation ambitieuse
Apres 2000;1;0;0;0;1;0;0;0;1;Combles;Non;Installation ou remplacement d'un poêle;;;7000;Important;2;0;0;Budget restreint;Non;Installation ou remplacement d'un poêle;Installation d'un chauffe-eau, solaire ou thermodynamique;;;15000;Important;3;0;0;Intermédiaire;;Non;Installation ou remplacement d'un poêle;Installation d'un chauffe-eau, solaire ou thermodynamique;Installation de panneaux solaires photovoltaïques;;;;25000;Important;4;0;0;Rénovation ambitieuse
Apres 2000;1;0;1;0;1;0;0;0;1;Combles;Non;Installation ou remplacement d'un poêle;;;7000;Important;2;0;0;Budget restreint;Non;Installation ou remplacement d'un poêle;Installation d'un chauffe-eau, solaire ou thermodynamique;;;15000;Important;3;0;0;Intermédiaire;;Non;Installation ou remplacement d'un poêle;Installation d'un chauffe-eau, solaire ou thermodynamique;Installation de panneaux solaires photovoltaïques;;;;25000;Important;4;0;0;Rénovation ambitieuse
Apres 2000;1;0;0;1;0;0;0;0;1;Combles;Non;Installation ou remplacement d'un poêle;;;7000;Important;2;0;0;Budget restreint;Non;Installation ou remplacement d'un poêle;Installation d'un chauffe-eau, solaire ou thermodynamique;;;15000;Important;3;0;0;Intermédiaire;;Non;Installation ou remplacement d'un poêle;Installation d'un chauffe-eau, solaire ou thermodynamique;Installation de panneaux solaires photovoltaïques;;;;25000;Important;4;0;0;Rénovation ambitieuse
Apres 2000;1;0;1;1;0;0;0;0;1;Combles;Non;Installation ou remplacement d'un poêle;;;7000;Important;2;0;0;Budget restreint;Non;Installation ou remplacement d'un poêle;Installation d'un chauffe-eau, solaire ou thermodynamique;;;15000;Important;3;0;0;Intermédiaire;;Non;Installation ou remplacement d'un poêle;Installation d'un chauffe-eau, solaire ou thermodynamique;Installation de panneaux solaires photovoltaïques;;;;25000;Important;4;0;0;Rénovation ambitieuse
Apres 2000;1;0;0;1;1;0;0;0;1;Combles;Non;Installation ou remplacement d'un poêle;;;7000;Important;2;0;0;Budget restreint;Non;Installation ou remplacement d'un poêle;Installation d'un chauffe-eau, solaire ou thermodynamique;;;15000;Important;3;0;0;Intermédiaire;;Non;Installation ou remplacement d'un poêle;Installation d'un chauffe-eau, solaire ou thermodynamique;Installation de panneaux solaires photovoltaïques;;;;25000;Important;4;0;0;Rénovation ambitieuse
Apres 2000;1;0;1;1;1;0;0;0;1;Combles;Non;Installation ou remplacement d'un poêle;;;7000;Important;2;0;0;Budget restreint;Non;Installation ou remplacement d'un poêle;Installation d'un chauffe-eau, solaire ou thermodynamique;;;15000;Important;3;0;0;Intermédiaire;;Non;Installation ou remplacement d'un poêle;Installation d'un chauffe-eau, solaire ou thermodynamique;Installation de panneaux solaires photovoltaïques;;;;25000;Important;4;0;0;Rénovation ambitieuse
Apres 2000;1;0;0;0;0;1;0;0;1;Combles;Non;Installation d'un chauffe-eau, solaire ou thermodynamique;;;8000;Important;1;0;0;Budget restreint;Non;Installation d'un chauffe-eau, solaire ou thermodynamique;Installation de panneaux solaires photovoltaïques;;;16000;Modéré;2;0;0;Optimisé;;Oui;Installation d'un chauffe-eau, solaire ou thermodynamique;Installation de panneaux solaires photovoltaïques;;;;;20000;Modéré;2;0;0;
Apres 2000;1;0;1;0;0;1;0;0;1;Combles;Non;Installation d'un chauffe-eau, solaire ou thermodynamique;;;8000;Important;1;0;0;Budget restreint;Non;Installation d'un chauffe-eau, solaire ou thermodynamique;Installation de panneaux solaires photovoltaïques;;;16000;Modéré;2;0;0;Optimisé;;Oui;Installation d'un chauffe-eau, solaire ou thermodynamique;Installation de panneaux solaires photovoltaïques;;;;;20000;Modéré;2;0;0;
Apres 2000;1;0;0;0;1;1;0;0;1;Combles;Non;Installation d'un chauffe-eau, solaire ou thermodynamique;;;8000;Important;1;0;0;Budget restreint;Non;Installation d'un chauffe-eau, solaire ou thermodynamique;Installation de panneaux solaires photovoltaïques;;;16000;Modéré;2;0;0;Optimisé;;Oui;Installation d'un chauffe-eau, solaire ou thermodynamique;Installation de panneaux solaires photovoltaïques;;;;;20000;Modéré;2;0;0;
Apres 2000;1;0;1;0;1;1;0;0;1;Combles;Non;Installation d'un chauffe-eau, solaire ou thermodynamique;;;8000;Important;1;0;0;Budget restreint;Non;Installation d'un chauffe-eau, solaire ou thermodynamique;Installation de panneaux solaires photovoltaïques;;;16000;Modéré;2;0;0;Optimisé;;Oui;Installation d'un chauffe-eau, solaire ou thermodynamique;Installation de panneaux solaires photovoltaïques;;;;;20000;Modéré;2;0;0;
Apres 2000;1;0;0;1;0;1;0;0;1;Combles;Non;Installation d'un chauffe-eau, solaire ou thermodynamique;;;8000;Important;1;0;0;Budget restreint;Non;Installation d'un chauffe-eau, solaire ou thermodynamique;Installation de panneaux solaires photovoltaïques;;;16000;Modéré;2;0;0;Optimisé;;Oui;Installation d'un chauffe-eau, solaire ou thermodynamique;Installation de panneaux solaires photovoltaïques;;;;;20000;Modéré;2;0;0;
Apres 2000;1;0;1;1;0;1;0;0;1;Combles;Non;Installation d'un chauffe-eau, solaire ou thermodynamique;;;8000;Important;1;0;0;Budget restreint;Non;Installation d'un chauffe-eau, solaire ou thermodynamique;Installation de panneaux solaires photovoltaïques;;;16000;Modéré;2;0;0;Optimisé;;Oui;Installation d'un chauffe-eau, solaire ou thermodynamique;Installation de panneaux solaires photovoltaïques;;;;;20000;Modéré;2;0;0;
Apres 2000;1;0;0;1;1;1;0;0;1;Combles;Non;Installation d'un chauffe-eau, solaire ou thermodynamique;;;8000;Important;1;0;0;Budget restreint;Non;Installation d'un chauffe-eau, solaire ou thermodynamique;Installation de panneaux solaires photovoltaïques;;;16000;Modéré;2;0;0;Optimisé;;Oui;Installation d'un chauffe-eau, solaire ou thermodynamique;Installation de panneaux solaires photovoltaïques;;;;;20000;Modéré;2;0;0;
